Object,Maneuver,New Position
FENGYUN 1C DEB,[-0.0515597   0.07868469 -0.03391631],"[-0.1871358490119988, 0.24991314248972113, -0.6840392835558784]"
FENGYUN 1C DEB,[-0.04513945  0.04769544 -0.07541601],"[-0.23227530212216083, 0.29760857975047844, -0.7594552966924839]"
FENGYUN 1C DEB,[-0.02448176  0.03350459 -0.09098399],"[-0.25675706433687456, 0.33111317041016175, -0.8504392827756913]"
FENGYUN 1C DEB,[-0.02788272  0.03541404 -0.08926589],"[-0.2846397864086533, 0.36652720958247204, -0.9397051756988566]"
FENGYUN 1C DEB,[-0.0344862   0.00837038 -0.09349138],"[-0.31912599099062944, 0.3748975923456557, -1.0331965570445607]"
FENGYUN 1C DEB,[-0.01081051  0.06336966 -0.07659908],"[-0.329936503825255, 0.43826725040000636, -1.1097956383075045]"
FENGYUN 1C DEB,[-0.01743225  0.03834108 -0.09069773],"[-0.34736875237393494, 0.47660833084365306, -1.2004933684938264]"
FENGYUN 1C DEB,[-0.07304515 -0.04533857  0.0510766 ],"[-0.08672972553714826, -0.05384325122654418, 0.13372260423067006]"
FENGYUN 1C DEB,[-0.01724764  0.00497317  0.09837574],"[-0.10397736670798527, -0.04887008454102168, 0.23209834558574222]"
FENGYUN 1C DEB,[-0.0312533   0.09438028 -0.01075145],"[-0.1352306668455577, 0.045510197444637496, 0.22134689904035706]"
FENGYUN 1C DEB,[-0.05147033  0.01735618  0.0839617 ],"[-0.1867009992576896, 0.06286638178024413, 0.30530860308864977]"
FENGYUN 1C DEB,[ 0.07013173 -0.03526477 -0.06195109],"[-0.11656927345107387, 0.02760161329143425, 0.24335751642492517]"
FENGYUN 1C DEB,[-0.04285093  0.05212478  0.07380247],"[-0.1594201987565739, 0.07972639543602494, 0.3171599912265294]"
FENGYUN 1C DEB,[-0.03768145  0.01709218  0.09103826],"[-0.1971016526031193, 0.09681857216284664, 0.4081982553287725]"
FENGYUN 1C DEB,[-0.07777011  0.06217903 -0.00925089],"[-0.2748717595143145, 0.1589976000458174, 0.3989473655040034]"
FENGYUN 1C DEB,[-0.0833917   0.05218399  0.0179626 ],"[-0.35826346055388614, 0.21118159279714716, 0.41690996827353166]"
FENGYUN 1C DEB,[-0.06624896  0.04216935  0.06190978],"[-0.4245124224674765, 0.2533509441359678, 0.4788197482201181]"
FENGYUN 1C DEB,[-0.06200123 -0.07116898  0.03302762],"[-0.48651365279051106, 0.18218196588151309, 0.511847372607091]"
FENGYUN 1C DEB,[-0.06679442  0.02519718  0.07002577],"[-0.5533080696325485, 0.20737914833461138, 0.581873138401957]"
FENGYUN 1C DEB,[-0.07535511  0.03561501  0.05525557],"[-0.6286631785257193, 0.2429941625136504, 0.6371287112315388]"
FENGYUN 1C DEB,[-0.06817735 -0.00472345  0.07300369],"[-0.6968405260433728, 0.23827071615251252, 0.7101323983982194]"
FENGYUN 1C DEB,[-0.07636367  0.0361607   0.05348825],"[-0.7732041993879722, 0.2744314146846056, 0.7636206520151622]"
FENGYUN 1C DEB,[-0.07874353 -0.04968766  0.03647729],"[-0.8519477342828472, 0.22474375755366066, 0.8000979386617489]"
FENGYUN 1C DEB,[0.00592198 0.00851026 0.09946108],"[-0.8460257514576648, 0.23325402147948737, 0.8995590140999876]"
FENGYUN 1C DEB,[0.06730616 0.07331645 0.0097252 ],"[0.9743087272937316, -0.3164331531567573, -0.013583074524227464]"
FENGYUN 1C DEB,[ 0.0349473  -0.08312805  0.04322515],"[1.0092560275287397, -0.39956120147707413, 0.02964207774547852]"
FENGYUN 1C DEB,[ 0.02146314 -0.08411787 -0.04963383],"[1.0307191689885606, -0.483679071384368, -0.01999175669168041]"
FENGYUN 1C DEB,[ 0.03207262 -0.06661543 -0.06733299],"[1.0627917905885391, -0.5502945031710224, -0.08732474408702916]"
FENGYUN 1C DEB,[ 0.03246073 -0.06604948 -0.06770353],"[1.0952525174129537, -0.6163439823142647, -0.1550282707229226]"
FENGYUN 1C DEB,[ 0.02217187 -0.08305283 -0.05109438],"[1.1174243915669182, -0.6993968129786607, -0.2061226472738888]"
FENGYUN 1C DEB,[ 0.03068613 -0.0693485  -0.06518548],"[1.1481105228088386, -0.7687453171796946, -0.27130812352805767]"
FENGYUN 1C DEB,[ 0.02210799 -0.08645098 -0.04513829],"[1.170218510579412, -0.8551962939115846, -0.31644641657108696]"
FENGYUN 1C DEB,[ 0.02283712 -0.08295383 -0.05096203],"[1.1930556271860473, -0.9381501227291019, -0.36740844547113155]"
FENGYUN 1C DEB,[ 0.02206876 -0.08404643 -0.04948906],"[1.2151243912482605, -1.0221965530246087, -0.41689750696303]"
FENGYUN 1C DEB,[ 0.05032774 -0.07987974 -0.03295975],"[1.2654521333297775, -1.1020762947082485, -0.44985725886639377]"
FENGYUN 1C DEB,[ 0.04552008 -0.07553894 -0.04713588],"[1.3109722138256796, -1.1776152324333296, -0.49699313860797617]"
FENGYUN 1C DEB,[ 0.04319687 -0.08899128  0.01464863],"[0.4436407513732835, -1.0305340758461696, -0.08185331298113865]"
FENGYUN 1C DEB,[ 0.05315346 -0.0301539  -0.07915461],"[0.4967942095334379, -1.0606879732234356, -0.16100792345063714]"
FENGYUN 1C DEB,[ 0.03370929 -0.08842909  0.03231066],"[0.5305034999884918, -1.1491170679360556, -0.12869726042241542]"
FENGYUN 1C DEB,[-0.03494217 -0.0936417   0.00320578],"[0.4955613333016299, -1.2427587678546441, -0.12549148070687471]"
FENGYUN 1C DEB,[ 0.00307309 -0.07406089 -0.06712333],"[0.4986344216152267, -1.3168196548241775, -0.1926148086153064]"
FENGYUN 1C DEB,[-0.04134503 -0.08990659 -0.01440113],"[0.4572893877306988, -1.406726248390185, -0.20701594073899618]"
FENGYUN 1C DEB,[ 0.01685008 -0.0694424  -0.0699559 ],"[0.47413946654797684, -1.4761686452822727, -0.2769718436903076]"
FENGYUN 1C DEB,[ 0.08032267  0.05679564 -0.01795894],"[0.747509846745915, 0.4709029079672241, -0.41141043705334773]"
FENGYUN 1C DEB,[-0.02297686  0.07252375 -0.06490277],"[0.7245329841938147, 0.5434266618496365, -0.4763132020951021]"
FENGYUN 1C DEB,[-0.02534259  0.07070452 -0.06601988],"[0.6991903906616753, 0.6141311787642486, -0.5423330797149227]"
FENGYUN 1C DEB,[-0.02844586  0.07382658 -0.06115938],"[0.6707445315859799, 0.6879577540092607, -0.6034924607536337]"
FENGYUN 1C DEB,[-0.02936582  0.03509054 -0.08891739],"[0.6413787110359537, 0.7230482899125251, -0.6924098542908117]"
FENGYUN 1C DEB,[-0.00581163  0.09540337 -0.02940106],"[0.6355670773813886, 0.8184516565154607, -0.7218109181336558]"
FENGYUN 1C DEB,[ 0.04723493 -0.01965798 -0.08592104],"[0.6828020043564951, 0.7987936746247701, -0.8077319599199473]"
FENGYUN 1C DEB,[ 0.05123467  0.04286191 -0.07441683],"[0.7340366788240165, 0.8416555829907755, -0.8821487923131046]"
FENGYUN 1C DEB,[-0.09510053 -0.00711258  0.0300882 ],"[-0.1163921641032949, -0.07982418424851771, -0.2094298498281497]"
FENGYUN 1C DEB,[-0.04578389 -0.03150061 -0.08313571],"[-0.16217605348356795, -0.11132479501985304, -0.2925655641406385]"
FENGYUN 1C DEB,[-0.07855714  0.0588253   0.01919269],"[-0.24073319748671784, -0.05249949734120631, -0.2733728707630281]"
FENGYUN 1C DEB,[-0.09931883 -0.00827414 -0.00820419],"[-0.3400520265318074, -0.06077364059565411, -0.28157706179671027]"
FENGYUN 1C DEB,[-0.05954936  0.01892118 -0.07807601],"[-0.3996013834026208, -0.04185245860800724, -0.3596530694332618]"
FENGYUN 1C DEB,[-0.03122938 -0.01609065 -0.09362594],"[-0.43083076247400837, -0.05794311064398014, -0.4532790102823279]"
FENGYUN 1C DEB,[-0.06184314 -0.00639137 -0.07832354],"[-0.49267390394720273, -0.06433448543894506, -0.5316025455763681]"
FENGYUN 1C DEB,[-0.06864866 -0.00828292 -0.07224095],"[-0.5613225649952568, -0.07261740257421334, -0.6038434939369735]"
FENGYUN 1C DEB,[-0.05612987 -0.00297082 -0.08270799],"[-0.6174524383698894, -0.07558822243503527, -0.6865514835407733]"
FENGYUN 1C DEB,[-0.06748687 -0.03771339 -0.06342888],"[-0.684939309706066, -0.11330161227232985, -0.749980360436353]"
FENGYUN 1C DEB,[ 0.04335397  0.01767714 -0.08836262],"[-0.6415853364147857, -0.09562447583433781, -0.8383429761016419]"
FENGYUN 1C DEB,[-0.07075264  0.00459949 -0.07051885],"[-0.71233797738273, -0.09102498592946252, -0.9088618281107048]"
FENGYUN 1C DEB,[-0.06852864 -0.03114139 -0.06583342],"[-0.7808666151314256, -0.12216637639924069, -0.9746952512931344]"
FENGYUN 1C DEB,[ 0.0147037  -0.03046117 -0.09410589],"[-0.7661629140559952, -0.1526275475656569, -1.068801139662857]"
FENGYUN 1C DEB,[ 0.04675103  0.02876932 -0.08358629],"[0.9979401601113158, -0.14321738956512506, 0.08033634697862359]"
FENGYUN 1C DEB,[ 0.04705639  0.02847088 -0.08351709],"[1.0449965535569952, -0.11474651356907228, -0.0031807474146969272]"
FENGYUN 1C DEB,[ 0.04728113  0.00576652 -0.08792748],"[1.0922776843626574, -0.10897999606454996, -0.0911082285887184]"
FENGYUN 1C DEB,[ 0.04713391  0.02280377 -0.08519614],"[1.1394115969897256, -0.08617622291377743, -0.1763043682345498]"
FENGYUN 1C DEB,[ 0.05383458  0.01200728 -0.08341261],"[1.1932461777407015, -0.07416894464364532, -0.25971697629778123]"
FENGYUN 1C DEB,[ 0.05359808 -0.08349259 -0.01249937],"[1.2468442535849693, -0.15766153189210855, -0.2722163418956777]"
FENGYUN 1C DEB,[ 0.0563878  -0.0072794  -0.08226437],"[1.303232052040705, -0.1649409291796648, -0.35448071182850627]"
FENGYUN 1C DEB,[ 0.05630707 -0.01094686 -0.08191264],"[1.3595391216256216, -0.17588778470348204, -0.43639334985768974]"
FENGYUN 1C DEB,[ 0.05637548 -0.0036232  -0.08251471],"[1.415914597771574, -0.17951098649214944, -0.5189080642916364]"
FENGYUN 1C DEB,[ 0.05551716  0.00266164 -0.08313098],"[1.4714317626474576, -0.17684934786221357, -0.6020390457843843]"
FENGYUN 1C DEB,[ 0.05471034 -0.00332157 -0.08364057],"[1.5261421049316308, -0.1801709209762861, -0.6856796196657038]"
FENGYUN 1C DEB,[ 0.0950635  -0.01816365 -0.02515972],"[1.62120560973731, -0.19833457507220217, -0.710839343907923]"
FENGYUN 1C DEB,[ 0.08083693  0.01891111 -0.05574729],"[1.7020425438111941, -0.17942346696195807, -0.7665866315511541]"
FENGYUN 1C DEB,[ 0.05903296  0.01550789 -0.07921247],"[0.9558069047874187, -0.1899644687831014, 0.1819992227131052]"
FENGYUN 1C DEB,[-0.01099744 -0.08788093  0.04643273],"[0.944809465432801, -0.2778453989630463, 0.22843195296181187]"
FENGYUN 1C DEB,[ 0.05004106 -0.07960479 -0.03404363],"[0.994850529580582, -0.3574501937817855, 0.19438832593964953]"
FENGYUN 1C DEB,[ 0.00459178 -0.08789904  0.04746235],"[0.9994423107872429, -0.44534923201482496, 0.24185067547121844]"
FENGYUN 1C DEB,[ 0.00909587 -0.09449279  0.03143848],"[1.008538184354416, -0.5398420190067328, 0.27328915969918266]"
FENGYUN 1C DEB,[ 0.0076112  -0.09451084  0.03177688],"[1.0161493870837215, -0.634352861167692, 0.30506604291701384]"
FENGYUN 1C DEB,[ 0.01095046 -0.09456303  0.0306255 ],"[1.0270998508472649, -0.7289158890071544, 0.3356915406141349]"
FENGYUN 1C DEB,[ 0.02059179 -0.09600585  0.01894344],"[1.0476916426908927, -0.8249217434323457, 0.35463498340465477]"
FENGYUN 1C DEB,[ 0.01737598 -0.09693208  0.01738524],"[1.0650676242667805, -0.9218538263554419, 0.3720202232495462]"
FENGYUN 1C DEB,[ 0.02124883 -0.09633556  0.01636906],"[1.0863164564993237, -1.0181893906076085, 0.38838928519487215]"
FENGYUN 1C DEB,[ 0.02148678 -0.09636711  0.01586502],"[1.1078032377364193, -1.114556498160777, 0.40425430375474997]"
FENGYUN 1C DEB,[ 0.01979909 -0.09660395  0.0166034 ],"[1.1276023244419335, -1.2111604486316825, 0.42085770458236205]"
FENGYUN 1C DEB,[ 0.08120031 -0.05693513  0.01284134],"[1.2088026383889445, -1.2680955784805652, 0.4336990442320131]"
FENGYUN 1C DEB,[ 0.03260564 -0.08041706  0.04969879],"[1.241408276046336, -1.3485126353626158, 0.4833978304886607]"
FENGYUN 1C DEB,[-0.04401131 -0.05114194  0.07380722],"[0.8497082638656471, -0.2574166786475519, 0.3391173781014595]"
FENGYUN 1C DEB,[-0.0449239  -0.05076499  0.07351707],"[0.804784364505444, -0.30818166651995194, 0.41263444600129773]"
FENGYUN 1C DEB,[-0.04119142 -0.04334374  0.08015352],"[0.763592948906109, -0.35152540640762836, 0.4927879705243797]"
FENGYUN 1C DEB,[-0.04331496 -0.04863247  0.07588608],"[0.7202779903419656, -0.40015787805062364, 0.568674050054685]"
FENGYUN 1C DEB,[-0.04275736 -0.0506161   0.07489872],"[0.6775206281805145, -0.4507739809779319, 0.6435727690387013]"
FENGYUN 1C DEB,[-0.04383614 -0.04662757  0.0768392 ],"[0.6336844872337162, -0.497401552618986, 0.7204119667814602]"
FENGYUN 1C DEB,[-0.04418532 -0.0462494   0.07686775],"[0.5894991696704237, -0.5436509516775543, 0.7972797155357478]"
FENGYUN 1C DEB,[-0.04368243 -0.05198309  0.07341392],"[0.5458167380704347, -0.5956340437925266, 0.8706936331786485]"
FENGYUN 1C DEB,[-0.0438666  -0.04833304  0.0757604 ],"[0.5019501367518434, -0.6439670843714341, 0.946454034953939]"
FENGYUN 1C DEB,[-0.04378321 -0.04866411  0.07559652],"[0.458166923107004, -0.6926311972710616, 1.0220505581453045]"
FENGYUN 1C DEB,[0.03722906 0.02353964 0.08977685],"[0.49539598091571807, -0.6690915539293462, 1.1118274061965714]"
FENGYUN 1C DEB,[ 0.03276687 -0.05184895  0.07898113],"[0.5281628553725249, -0.7209405045898684, 1.1908085321301423]"
FENGYUN 1C DEB,[-0.02061205 -0.06611769  0.07213594],"[0.507550801867006, -0.7870581960823461, 1.262944474086917]"
FENGYUN 1C DEB,[ 0.00341085 -0.00351782  0.09987988],"[0.5109616487296543, -0.7905760133156995, 1.3628243573747556]"
FENGYUN 1C DEB,[ 0.02406619 -0.00730391  0.0967857 ],"[0.5350278430454926, -0.7978799235516497, 1.4596100545950448]"
FENGYUN 1C DEB,[ 0.03064533 -0.05121188  0.08023844],"[0.5656731743608553, -0.8490918027907932, 1.5398484935963552]"
FENGYUN 1C DEB,[ 0.04336829  0.05140317 -0.07400612],"[1.0073515318280395, -0.07322391988661855, 0.0734714733626002]"
FENGYUN 1C DEB,[0.04565895 0.08812051 0.01224889],"[1.0530104817519181, 0.014896594197343169, 0.0857203626766171]"
FENGYUN 1C DEB,[ 0.0390664  -0.08196229  0.04190464],"[1.0920768857209409, -0.06706569684999285, 0.12762500355565223]"
FENGYUN 1C DEB,[ 0.09137871  0.04033095 -0.00483175],"[1.1834555954399428, -0.026734745387255142, 0.12279325809457238]"
FENGYUN 1C DEB,[ 0.09431595  0.03320908 -0.00128748],"[1.2777715496278192, 0.006474337576672026, 0.1215057821431807]"
FENGYUN 1C DEB,[ 0.0894296   0.04410867 -0.00753468],"[1.3672011524179546, 0.0505830074220514, 0.11397110303455611]"
FENGYUN 1C DEB,[ 0.08503275  0.04772695 -0.02217138],"[1.4522338986227312, 0.09830996206837436, 0.09179972795176386]"
FENGYUN 1C DEB,[ 0.08830195  0.04057828 -0.02358323],"[1.5405358512469065, 0.13888823906390715, 0.06821650088607764]"
FENGYUN 1C DEB,[ 0.08559879  0.04557712 -0.02440438],"[1.626134637177589, 0.1844653602307199, 0.04381211862921932]"
FENGYUN 1C DEB,[ 0.08563165  0.0452883  -0.02482318],"[1.7117662882706575, 0.22975366041535322, 0.018988939995902593]"
FENGYUN 1C DEB,[ 0.08906992  0.03930735 -0.02283597],"[1.8008362090976768, 0.26906100709517455, -0.0038470338362079914]"
FENGYUN 1C DEB,[-0.0373744  -0.03613536  0.08542476],"[0.8604288058773014, -0.23920370071530503, 0.34583572128077694]"
FENGYUN 1C DEB,[ 0.00511198 -0.08245518  0.05634723],"[0.8655407832750128, -0.32165888178034824, 0.4021829554863369]"
FENGYUN 1C DEB,[-0.02937184 -0.05716092  0.07661543],"[0.8361689453036326, -0.3788198048233661, 0.47879838481394155]"
FENGYUN 1C DEB,[-0.02915863 -0.05917402  0.07515457],"[0.8070103140549241, -0.4379938294242365, 0.5539529524478347]"
FENGYUN 1C DEB,[-0.02941446 -0.05529849  0.07795426],"[0.7775958567179532, -0.4932923182793302, 0.6319072135880354]"
FENGYUN 1C DEB,[-0.02670131 -0.05654351  0.07803763],"[0.7508945513549946, -0.5498358251818547, 0.7099448462986591]"
FENGYUN 1C DEB,[-0.02684427 -0.06241098  0.07337749],"[0.7240502854034583, -0.6122468023340687, 0.7833223313770468]"
FENGYUN 1C DEB,[-0.02597363 -0.0590803   0.07638645],"[0.6980766594016646, -0.6713270985042443, 0.8597087788449274]"
FENGYUN 1C DEB,[-0.02578315 -0.05946838  0.07614946],"[0.6722935076736574, -0.7307954801129338, 0.9358582415863927]"
FENGYUN 1C DEB,[-0.02695114 -0.06285585  0.07295737],"[0.6453423684214333, -0.7936513292050129, 1.0088156149486582]"
FENGYUN 1C DEB,[0.05690547 0.00974032 0.08165105],"[0.7022478334525866, -0.7839110053131074, 1.0904666660139628]"
FENGYUN 1C DEB,[ 0.04972904 -0.05658087  0.06576951],"[0.7519768696251607, -0.840491871734057, 1.1562361765519125]"
FENGYUN 1C DEB,[ 0.0311864  -0.00977452  0.09450856],"[0.7831632726014977, -0.8502663879206803, 1.2507447322636307]"
FENGYUN 1C DEB,[ 0.05330052 -0.01369084  0.0834962 ],"[0.836463788107185, -0.8639572317172584, 1.3342409348297695]"
FENGYUN 1C DEB,[ 0.0588346  -0.05358391  0.06055785],"[0.895298390568348, -0.9175411460072361, 1.3947987888422857]"
FENGYUN 1C DEB,[ 0.02406955 -0.09094894  0.03389611],"[1.0065770908938347, -0.21212108800457405, 0.10070270223224378]"
FENGYUN 1C DEB,[ 0.03690889 -0.08716043 -0.03226134],"[1.0434859853313834, -0.2992815134292034, 0.06844136699646167]"
FENGYUN 1C DEB,[ 0.03221753 -0.09096406 -0.02622156],"[1.0757035135604593, -0.3902455751540824, 0.04221980431760716]"
FENGYUN 1C DEB,[ 0.04031916 -0.08370544 -0.03698331],"[1.1160226779094462, -0.4739510103920894, 0.00523649594997716]"
FENGYUN 1C DEB,[ 0.04960253 -0.066528   -0.05579977],"[1.1656252092695365, -0.5404790126789406, -0.050563269232252586]"
FENGYUN 1C DEB,[ 0.04418514 -0.07303278 -0.05209498],"[1.209810345590486, -0.6135117893778843, -0.10265825225309]"
FENGYUN 1C DEB,[ 0.04882704 -0.06651978 -0.05648928],"[1.2586373845567143, -0.6800315721737705, -0.1591475323208918]"
FENGYUN 1C DEB,[ 0.04884746 -0.06631162 -0.05671591],"[1.3074848402038723, -0.7463431941164657, -0.21586344606763483]"
FENGYUN 1C DEB,[ 0.06288636 -0.07359476  0.02508222],"[1.370371199847682, -0.8199379506969634, -0.19078122976590584]"
FENGYUN 1C DEB,[ 0.04678761 -0.07656586 -0.04414282],"[1.4171588083108202, -0.8965038100373961, -0.23492405339286865]"
FENGYUN 1C DEB,[ 0.07595175 -0.06425888 -0.01010591],"[1.4931105533278075, -0.9607626853109604, -0.24502996143970154]"
FENGYUN 1C DEB,[ 0.07577831 -0.06089966 -0.02342817],"[1.5688888680292337, -1.0216623410143018, -0.26845812731383883]"
FENGYUN 1C DEB,[-0.02134796  0.08814963 -0.04211778],"[0.792177205348913, 0.6054924059386437, -0.21328173216444368]"
FENGYUN 1C DEB,[-0.02251192  0.08784124 -0.04215602],"[0.7696652873039218, 0.6933336471775834, -0.2554377505193359]"
FENGYUN 1C DEB,[-0.01995256  0.08838833 -0.04230128],"[0.7497127255445594, 0.7817219783233571, -0.2977390294184884]"
FENGYUN 1C DEB,[0.00768501 0.09763819 0.02019221],"[0.7573977379813616, 0.8793601634560566, -0.2775468183498881]"
FENGYUN 1C DEB,[-0.00831193  0.06949489 -0.07142389],"[0.7490858073256894, 0.9488550568144497, -0.3489707051517198]"
FENGYUN 1C DEB,[ 0.07556944  0.00668039 -0.06515084],"[0.8246552442015331, 0.9555354490805957, -0.41412154988483346]"
FENGYUN 1C DEB,[ 0.00884492  0.04896965 -0.0867395 ],"[0.8335001622927545, 1.0045050942852864, -0.5008610522611228]"
FENGYUN 1C DEB,[ 0.07719109  0.00341822 -0.06348111],"[0.910691255396017, 1.0079233139112207, -0.5643421590576518]"
FENGYUN 1C DEB,[ 0.07060996  0.0612262  -0.03557506],"[0.9813012176482636, 1.069149518162994, -0.5999172225664701]"
FENGYUN 1C DEB,[-0.02116064 -0.09054088  0.03680457],"[0.9471273194812302, -0.2122421148167129, 0.17097504472376598]"
FENGYUN 1C DEB,[-0.01925199 -0.09215036  0.0337294 ],"[0.9278753309168374, -0.30439247387693813, 0.2047044423078921]"
FENGYUN 1C DEB,[ 0.01277559 -0.09572818 -0.02594031],"[0.9406509166898793, -0.40012065664349306, 0.1787641371368132]"
FENGYUN 1C DEB,[ 0.00574414 -0.09771557 -0.02046149],"[0.9463950522832562, -0.4978362241342842, 0.15830264217096218]"
FENGYUN 1C DEB,[ 0.0129373  -0.09486216 -0.02887555],"[0.9593323476040941, -0.5926983814747249, 0.12942709032344077]"
FENGYUN 1C DEB,[ 0.01339399 -0.09455498 -0.02966405],"[0.9727263386514529, -0.6872533658810122, 0.09976303922198049]"
FENGYUN 1C DEB,[ 0.03112986 -0.07262819  0.06128686],"[1.0038561940800383, -0.7598815525381086, 0.1610498942881146]"
FENGYUN 1C DEB,[ 0.01012132 -0.09911179 -0.00862628],"[1.0139775154543402, -0.8589933388498019, 0.15242361654256487]"
FENGYUN 1C DEB,[ 0.0141836  -0.09814678 -0.01288547],"[1.0281611187803905, -0.9571401172832461, 0.13953814876581433]"
FENGYUN 1C DEB,[ 0.09729329 -0.00929934 -0.02115509],"[1.1254544100128108, -0.9664394562698573, 0.11838306012086809]"
FENGYUN 1C DEB,[ 0.04362087 -0.08139385  0.03837006],"[1.1690752818181473, -1.0478333025329876, 0.156753117892994]"
FENGYUN 1C DEB,[ 0.09004051 -0.03816345 -0.02088677],"[1.2591157943595879, -1.0859967528402896, 0.1358663478718356]"
FENGYUN 1C DEB,[ 0.05016432 -0.08249664  0.02603547],"[1.3092801108030403, -1.1684933940646371, 0.1619018148824821]"
FENGYUN 1C DEB,[ 0.02341406  0.0884151  -0.04042958],"[0.996592973170757, -0.012359032043124801, 0.08523409530768875]"
FENGYUN 1C DEB,[ 0.03226724  0.07507537 -0.05764125],"[1.0288602111686693, 0.06271634084000631, 0.02759284498775806]"
FENGYUN 1C DEB,[ 0.03346555  0.06688618 -0.06637993],"[1.062325763809152, 0.12960252517950305, -0.03878708519426269]"
FENGYUN 1C DEB,[ 0.03374248  0.07080684 -0.06203094],"[1.096068238836849, 0.20040936147511557, -0.10081802354611721]"
FENGYUN 1C DEB,[ 0.03400302  0.07026993 -0.06249746],"[1.1300712563782391, 0.2706792865530886, -0.1633154829154066]"
FENGYUN 1C DEB,[0.07279284 0.04767772 0.04927511],"[1.2028640979550984, 0.3183570113252259, -0.11404036976770701]"
FENGYUN 1C DEB,[ 0.04387595  0.07118097 -0.0548468 ],"[1.2467400481812407, 0.3895379783487968, -0.16888716480025556]"
